ZIP Code,	Latitude,	Longitude,
23067,	37.8287936,	-77.9977723
23068,	37.5032688,	-76.3347838
23069,	37.7757835,	-77.3094674
23070,	37.5519137,	-76.3926668
23071,	37.5422959,	-76.4447397
23072,	37.2906807,	-76.4447397
23075,	37.551274,	-77.3152116
23076,	37.4782454,	-76.3000419
23078,	-22.8748334,	-43.5871208
23079,	37.7545134,	-76.6528225
23080,	-22.9012562,	-43.5618961
23081,	37.21,	-76.77
23082,	-22.8869155,	-43.56910449999999
23089,	37.4786031,	-76.8951551
23090,	37.3400953,	-76.7520481
23092,	37.5967708,	-76.5083562
23094,	24.1417011,	-110.3472651
23097,	24.1254857,	-110.3413074
23106,	37.7121709,	-77.2060241
23110,	37.579524,	-76.76827750000001
23113,	37.5334766,	-77.6879696
23117,	37.9598456,	-77.85959629999999
23119,	37.4559371,	-76.28845919999999
23147,	37.3844805,	-77.03917539999999
23155,	37.29,	-76.42
23183,	37.3535225,	-76.5245436
23186,	37.2724117,	-76.7141712
23214,	21.5147658,	39.1764738
23218,	37.56,	-77.45
23219,	37.5410261,	-77.43864289999999
23220,	37.5464259,	-77.46446069999999
23221,	37.5488885,	-77.4874049
23222,	37.5834425,	-77.4185584
23223,	37.5621276,	-77.3668965
23224,	37.5044419,	-77.46446069999999
23225,	37.5374438,	-77.5275463
23226,	37.5735567,	-77.5218127
23227,	37.6115093,	-77.4357739
23228,	37.6164453,	-77.4816693
23229,	37.5843082,	-77.57340479999999
23230,	37.5803608,	-77.4874049
23231,	37.440438,	-77.3094674
23232,	37.5606725,	-77.44579619999999
23233,	37.6474638,	-77.6249734
23234,	37.4664427,	-77.46283249999999
23235,	37.5213394,	-77.57340479999999
23236,	37.4759039,	-77.590597
23237,	37.4040147,	-77.4587239
23238,	37.59161,	-77.6421577
23241,	37.5437178,	-77.4408517
23242,	37.62,	-77.61000000000001
23249,	37.4978447,	-77.46719019999999
23250,	37.510557,	-77.3266991
23255,	37.61,	-77.5699999
23256,	49.1082414,	28.7768579
23260,	37.56,	-77.45
23261,	37.56,	-77.45
23270,	46.2864133,	2.0602808
23294,	37.6284406,	-77.5447454
23313,	37.20484829999999,	-75.9587129
23320,	36.7578013,	-76.2131474
23321,	36.8032821,	-76.4215988
23322,	36.6215976,	-76.2247366
23323,	36.6670596,	-76.4331698
23324,	36.8022774,	-76.2768755
23325,	36.8179707,	-76.2305308
23326,	36.7786198,	-76.2384975
23327,	36.77,	-76.25
23328,	36.7299999,	-76.22999999999999
23329,	46.010332,	20.3059252
23331,	21.5324823,	39.1842742
23332,	21.5400967,	39.188174
23333,	21.5465159,	39.1829742
23335,	21.5355967,	39.1998719
23336,	37.9513031,	-75.35287790000001
23337,	37.9304296,	-75.4752537
23338,	21.5521139,	39.1985723
23339,	38.2132302,	-2.9700567
23341,	37.5807427,	-75.87001339999999
23342,	21.554187,	39.2089689
23343,	21.5434212,	39.2297569
23344,	21.5512889,	39.2193638
23345,	37.55,	-75.88
23346,	48.8176425,	28.5181221
23347,	37.3496388,	-75.9360772
23350,	37.5269726,	-75.8766333
23351,	48.9071784,	28.5868129
23353,	5.533564,	95.2214477
23354,	37.4729924,	-75.9056753
23355,	48.8602654,	28.5831537
23356,	37.9986822,	-75.3995089
23357,	37.7575905,	-75.6731734
23358,	37.6463521,	-75.8708242
23359,	37.9004432,	-75.6091696
23361,	3.2264504,	97.3786689
23362,	21.5652996,	39.2803991
23363,	5.3189214,	95.29979589999999
23364,	21.5571522,	39.3008846
23365,	21.5651846,	39.2985684
23366,	21.5742384,	39.2972708
23369,	38.3988973,	-2.807864
23370,	38.3170298,	-2.7083287
23385,	21.5834044,	39.4061785
23388,	21.589544,	39.4372601
23393,	38.4857832,	-2.688447
23398,	37.5160741,	-75.9280914
23399,	37.92,	-75.63000000000001
23400,	23.0708573,	-109.7077165
23401,	37.6196084,	-75.7640394
23404,	37.663627,	-75.6768091
23405,	37.4189537,	-75.9347113
23406,	22.901819,	-109.9236351
23407,	37.8452959,	-75.5672429
23408,	37.4645199,	-75.8359645
23409,	37.87663879999999,	-75.626628
23410,	37.6352154,	-75.737149
23411,	21.553935,	39.1205434
23412,	37.81,	-75.5699999
23413,	37.4714481,	-75.86065769999999
23414,	37.818276,	-75.5889347
23415,	37.9747783,	-75.5393155
23416,	37.9317139,	-75.5684254
23417,	37.7243261,	-75.78365889999999
23418,	37.6519661,	-75.66153840000001
23419,	37.29,	-75.92
23420,	37.569287,	-75.795284
23421,	37.7548639,	-75.6091696
23422,	37.6304491,	-75.8146269
23423,	37.50421010000001,	-75.6906241
23424,	36.9942211,	-76.5598552
23425,	21.5858627,	39.1309528
23426,	37.9343514,	-75.6731734
23427,	37.9177203,	-75.7487779
23429,	37.26,	-75.95
23433,	36.90967270000001,	-76.4736602
23434,	36.6644676,	-76.5950555
23435,	36.84168,	-76.4794435
23438,	36.5808477,	-76.6990172
23444,	21.5659506,	39.1931984
23446,	21.5927125,	39.177774
23447,	21.5784189,	39.1933733
23448,	21.5874814,	39.1920735
23452,	36.849734,	-76.097201
23453,	36.7836161,	-76.07399989999999
23454,	36.8653194,	-76.0507949
23455,	36.8974486,	-76.1435915
23456,	36.7358202,	-76.02758589999999
23457,	36.5996686,	-76.0391909
23458,	36.85,	-75.97999999999999
23459,	36.9262849,	-76.0203323
23460,	36.826302,	-76.0333885
23461,	36.7892826,	-75.9666439
23462,	36.8400852,	-76.1493891
23463,	36.80318219999999,	-76.1869009
23464,	36.7973473,	-76.18996609999999
23465,	36.80318219999999,	-76.1869009
23466,	36.85,	-75.97999999999999
23467,	36.8,	-76.17
23468,	22.8965058,	-109.920658
23469,	37.96825949999999,	-3.1478514
23470,	37.8798318,	-2.8776638
23471,	36.9,	-76.14
23472,	21.6151225,	39.284293
23473,	22.906986,	-109.9660613
23474,	22.9024525,	-109.9269845
23475,	21.6005746,	39.3361881
23476,	21.6233452,	39.3258125
23477,	22.906424,	-109.9272636
23478,	38.01868650000001,	-2.8277963
23479,	36.85,	-75.97999999999999
23480,	37.5993134,	-75.6891699
23481,	21.6087811,	39.3776733
23482,	37.53,	-75.88
23483,	37.93,	-75.5
23484,	21.63564,	39.3880403
23485,	21.6152154,	39.4165407
23486,	37.5147504,	-75.8058185
23487,	36.8681153,	-76.7105632
23488,	37.9568272,	-75.6033497
23489,	37.7645803,	-3.0325855
23490,	38.0664652,	-3.596457
235 99,	55.47830310000001,	13.1337855
23503,	36.9487193,	-76.2652909
23506,	36.85,	-76.28999999999999
23508,	36.89084,	-76.3116235
23510,	36.8488728,	-76.291355
23514,	36.8466981,	-76.2900032
23521,	36.92,	-76.16
23526,	21.6213081,	39.1465637
23530,	48.7730858,	28.2155078
23555,	21.6454802,	39.2557324
23568,	53.903083,	10.7533775
23569,	53.9129131,	10.8268839
23575,	21.6694958,	39.4087692
23598,	-22.8663607,	-43.4897546
236 34,	55.4095139,	12.9754953
236 35,	55.399775,	12.9874846
236 36,	55.4050244,	12.9648872
236 37,	55.4082089,	12.9549134
23605,	37.0098187,	-76.4273844
23613,	21.6528172,	39.1049261
23614,	4.1572395,	96.0983734
23615,	21.6256602,	39.1309528
23620,	37.9697471,	-3.8146526
23623,	54.0034766,	10.5536419
23627,	53.80146879999999,	10.7503478
23628,	36.9799999,	-76.42999999999999
23629,	53.9881843,	10.6635399
23630,	37.0085648,	-76.4144568
23631,	21.6601079,	39.1745463
23632,	48.71002439999999,	28.9742454
23633,	48.7213197,	29.0326888
23638,	37.9056193,	-3.667394199999999
23639,	37.85620309999999,	-3.7232005
23640,	37.807215,	-3.9266502
23641,	25.0419375,	-111.6466956
23642,	21.6553617,	39.2115678
23643,	48.6282607,	28.8238591
23644,	21.6463307,	39.2349529
23645,	21.6676663,	39.2297569
23646,	21.6825773,	39.2297569
23647,	21.6592078,	39.2466422
23648,	21.7026086,	39.2336539
23649,	37.8464976,	-3.8604402
23650,	37.8030804,	-4.0491077
23651,	37.0084845,	-76.30293739999999
23652,	4.2710816,	96.0467429
23653,	21.6747316,	39.284293
23654,	4.414363499999999,	96.02557379999999
23655,	4.7457854,	95.68787359999999
23656,	21.7115543,	39.2946754
23657,	37.8724855,	-4.0337846
23658,	37.73877,	-3.9113634
23659,	37.8417455,	-4.003152099999999
23660,	37.5893041,	-4.0899911
23661,	37.0044373,	-76.3810922
23662,	37.1327153,	-76.3521514
23663,	37.0279431,	-76.3116235
23664,	37.0778909,	-76.28845919999999
23665,	37.0860239,	-76.3579401
23666,	37.0538822,	-76.39845369999999
23667,	37.0233504,	-76.33112009999999
23668,	37.0227164,	-76.3373167
23669,	37.0517234,	-76.3347838
23670,	37.0176863,	-76.4037336
23671,	4.1665877,	96.365157
23672,	4.328309,	96.5356449
23676,	25.0284847,	-111.6332808
23680,	37.4567816,	-3.9164585
23700,	38.1125918,	-3.642048
23704,	36.8274757,	-76.3116235
23708,	36.84982189999999,	-76.305109
23711,	38.2136043,	-3.7841503
23715,	54.0965585,	10.4972646
23722,	48.89926310000001,	29.38092249999999
23731,	48.87372329999999,	29.5606446
23736,	21.7433562,	39.1725733
23737,	21.7594372,	39.1595698
23741,	21.7021601,	39.2219622
23742,	21.7217459,	39.2141665
23743,	54.1864923,	10.9688254
23746,	54.1930472,	11.0621201
23755,	48.7224585,	29.5753758
23767,	3.8500236,	96.6103778
23773,	3.0310352,	97.56805949999999
23780,	37.9558301,	-4.2230836
23781,	21.7963123,	39.1699728
23782,	21.8132853,	39.1803741
23786,	21.8482381,	39.2289602
23787,	21.8325705,	39.2531353
23788,	21.8653267,	39.242746
23790,	37.8397476,	-4.2128337
23791,	21.8366476,	39.2739088
23792,	21.8793397,	39.26352290000001
23793,	21.8506562,	39.2946754
23794,	21.8834052,	39.284293
23795,	53.92727480000001,	10.2932676
23796,	21.9043966,	39.3154352
23797,	21.8657737,	39.346562
23800,	46.2924216,	1.6931803
23801,	37.2384196,	-77.3381855
23802,	45.8014108,	9.4764222
23803,	37.16547,	-77.4931403
23804,	37.2299999,	-77.39999999999999
23805,	37.1134236,	-77.4013403
23806,	37.2371625,	-77.4220345
23807,	45.7010137,	9.4193862
23808,	45.8129415,	9.4240921
23810,	48.7678491,	29.6970506
23812,	53.9493924,	10.1636762
23813,	54.0217876,	10.3448165
23818,	53.9029381,	10.383701
23884,	36.9690123,	-77.268532
23887,	36.5728019,	-77.80241699999999
23895,	45.7497861,	9.2618098
23907,	-23.0158946,	-44.2994038
23926,	22.0889146,	39.1907737
23939,	37.3123142,	-78.7709896
23957,	22.2774689,	39.17517369999999
23958,	37.2437927,	-78.6795836
23959,	37.0875224,	-78.8156113
23960,	37.3150596,	-78.54337009999999
23961,	22.3696198,	39.1010211
23962,	36.9589803,	-78.6909263
23963,	37.1875585,	-78.8099472
23964,	36.7729379,	-78.6341996
23965,	22.4110851,	39.0997194
23966,	37.2880647,	-78.2703951
23967,	36.9099708,	-78.62285039999999
23968,	36.728922,	-78.509288
23969,	22.4325019,	39.0945124
23970,	36.7707014,	-78.1792434
23971,	22.3374038,	39.1309528
23972,	53.8419403,	11.4594213
23973,	22.3858323,	39.1400596
23974,	36.9874577,	-78.2248291
23975,	22.3934332,	39.1699728
23976,	36.84772,	-78.5831181
23977,	22.4203105,	39.1803741
23978,	22.4509316,	39.1517665
23979,	22.4432097,	39.1699728
23981,	22.4474462,	39.0945124
23983,	22.4452089,	39.1283506
23984,	22.4641344,	39.097116
23985,	22.4663754,	39.115338
23986,	22.4653753,	39.13615679999999
23987,	22.4922801,	39.0945124
23988,	22.4783258,	39.1257483
23989,	22.5107102,	39.0997194
23991,	22.4723425,	39.1465637
23993,	22.4862699,	39.1673722
23994,	22.5059404,	39.1595698
23995,	22.4920144,	39.1387587
23996,	53.7905794,	11.4282001
23997,	22.5251305,	39.13615679999999
23998,	22.5538025,	39.097116
23999,	53.99860830000001,	11.4394867
24001,	37.27,	-79.94
24002,	37.27,	-79.94
24003,	37.27,	-79.94
24004,	37.27,	-79.94
24005,	37.27,	-79.94
24006,	37.27,	-79.94
24017,	37.2893078,	-79.99759159999999
24036,	37.27,	-79.94
24047,	45.5293372,	9.591435899999999
24070,	37.3716141,	-80.2209773
24088,	36.902967,	-80.0758425
24091,	36.9446308,	-80.32131059999999
24116,	54.32487,	10.1135158
24124,	37.304257,	-80.8322428
24129,	37.1389172,	-80.58989129999999
24130,	37.6144858,	-80.0003875
24131,	37.563723,	-80.2432839
24132,	37.2068307,	-80.6139585
24133,	36.6836606,	-80.1316927
24134,	37.2159063,	-80.7879407
24136,	37.3291982,	-80.610489
24137,	36.9109694,	-79.67266320000002
24138,	37.03949,	-80.3101684
24139,	37.0302462,	-79.4591378
24141,	37.1018642,	-80.5549561
24142,	37.1392525,	-80.5484604
24143,	37.14,	-80.56
24146,	37.01845369999999,	-79.81852239999999
24147,	37.4053743,	-80.83777889999999
24148,	36.581383,	-79.80726109999999
24149,	37.021165,	-80.47714719999999
24150,	37.4042308,	-80.621591
24151,	36.9690834,	-79.8520818
24153,	37.2934017,	-80.054766
24155,	37.29,	-80.06
24157,	37.29,	-80.06
24158,	18.6530655,	-91.7703131
24159,	54.3964996,	10.1550845
24160,	45.32245930000001,	1.0804727
24210,	36.8135935,	-81.9971108
24216,	36.9291749,	-82.79941939999999
24238,	54.2898361,	10.4309105
24271,	36.7336362,	-82.4102628
24281,	36.6591508,	-83.3148018
24293,	36.9986618,	-82.5402275
24311,	36.8791039,	-81.40591859999999
24312,	36.8262635,	-80.8433145
24313,	36.9032845,	-80.80455680000001
24314,	37.1645666,	-81.22985299999999
24315,	37.1709137,	-81.0312989
24316,	36.956251,	-81.6637765
24317,	36.6084486,	-80.6548882
24318,	37.0039388,	-81.36194019999999
24319,	36.7237331,	-81.6254283
24321,	54.3005255,	10.5616366
24322,	36.802094,	-81.08650349999999
24323,	36.8744226,	-81.19679579999999
24324,	36.9606206,	-80.7879407
24325,	36.82849,	-80.5993854
24326,	36.7248089,	-81.19679579999999
24327,	36.774994,	-81.8326084
24328,	36.66456600000001,	-80.68817179999999
24330,	36.7132432,	-81.04234290000001
24332,	21.3923704,	39.6801958
24333,	36.6290935,	-80.92077370000001
24339,	21.363521,	39.6156785
24340,	36.7757445,	-81.7568253
24343,	36.7830032,	-80.6992633
24344,	-22.9324205,	-43.0073426
24347,	36.992783,	-80.6548882
24348,	36.6490711,	-81.18577359999999
24350,	36.8069363,	-81.0092062
24351,	36.5841489,	-80.75469799999999
24352,	36.7163965,	-80.5327324
24354,	36.8458577,	-81.5377013
24412,	38.0580775,	-79.8436796
24413,	38.5060409,	-79.6277523
24465,	38.3811459,	-79.6277523
24479,	38.1398818,	-79.2676668
24480,	44.8284043,	0.8865833999999999
24484,	38.1464733,	-79.80726109999999
24485,	38.3526518,	-79.3127543
24486,	38.2844303,	-78.9175088
24487,	38.2815993,	-79.4478858
24493,	-22.7840699,	-43.02191879999999
24498,	42.9158915,	-6.3598367
24501,	37.35949129999999,	-79.1209829
24502,	37.3579781,	-79.1760161
24503,	37.4564163,	-79.2563916
24504,	37.351078,	-79.0306032
24505,	37.4099999,	-79.14
24506,	37.3801414,	-79.1622608
24513,	37.38,	-79.16
24514,	37.3579781,	-79.1760161
24515,	37.35108779999999,	-79.177041
24517,	37.15833480000001,	-79.233837
24520,	36.5674599,	-79.0532061
24521,	37.6892898,	-79.1548533
24522,	37.402489,	-78.792953
24554,	37.1511986,	-79.0419053
24555,	37.6665155,	-79.4816378
24557,	36.96395890000001,	-79.3127543
24565,	36.828161,	-79.2225576
24588,	37.2728551,	-79.098396
24591,	21.2147281,	40.1247931
24625,	54.118989,	10.0483357
24639,	37.1804209,	-81.89890799999999
24646,	37.11972799999999,	-82.02436569999999
24647,	37.1599999,	-81.86999999999999
24668,	21.694844,	40.0479295
24669,	21.7175259,	40.0376735
24670,	42.9051565,	-5.6430944
24671,	21.6563929,	40.0786867
24672,	21.6859609,	40.0786867
24673,	3.0291759,	97.8286368
24674,	21.6719068,	40.1017443
24675,	21.677317,	40.1171111
24676,	21.6967819,	40.1094282
24677,	21.7194552,	40.0991828
24678,	3.3820045,	97.92115550000001
24679,	21.720407,	40.1299138
24681,	21.6021988,	40.1299138
24682,	21.6248557,	40.1196719
24683,	21.6475173,	40.1094282
24684,	21.6061359,	40.1503923
24685,	21.6287903,	40.1401539
24686,	21.6681881,	40.1401539
24687,	21.6297596,	40.1708638
24688,	42.9427192,	-5.761583
24689,	42.9673645,	-5.6563119
24690,	42.9825633,	-5.7405139
24691,	21.6110348,	40.2015579
24692,	21.6533708,	40.1913283
24693,	21.6188699,	40.2424588
24694,	21.6513528,	40.2322362
24695,	21.6168501,	40.2833315
24696,	21.6522905,	40.2628986
24697,	21.6532198,	40.2935452
24698,	21.621217,	40.3190719
24699,	43.0244693,	-5.677351199999999
24700,	45.0372622,	0.1122157
24701,	37.2920644,	-81.22985299999999
24703,	48.1909858,	28.8082011
24710,	48.1872942,	28.6579372
24711,	48.1604416,	28.6373959
24713,	42.6131934,	-6.0202827
24743,	20.8808117,	39.6621378
24758,	20.8727011,	39.7807076
24763,	21.1573223,	39.4942029
24771,	21.1618045,	39.5226547
24787,	54.3051694,	9.5888138
24788,	21.0207809,	39.7807076
24796,	54.32864009999999,	9.8434496
24809,	54.2658621,	9.5978036
24811,	37.4130236,	-81.78425469999999
24819,	54.1303971,	9.5554534
24827,	37.7473907,	-81.6692532
24829,	37.40950650000001,	-81.45878929999999
24841,	21.8191574,	40.3649922
24848,	37.2652659,	-81.4800746
24859,	37.61,	-81.58
24860,	37.664806,	-81.5996486
24861,	37.3687589,	-81.3681269
24862,	37.4857515,	-81.93711379999999
24863,	54.4039751,	9.3858348
24864,	54.5389235,	9.7036116
24865,	21.7177225,	40.2577893
24866,	37.2237989,	-81.5500441
24867,	37.5699687,	-81.48624749999999
24868,	37.422514,	-81.4169093
24869,	37.5680556,	-81.8252778
24870,	37.6891353,	-81.5925427
24871,	37.349265,	-81.4648424
24872,	37.42406310000001,	-81.8879884
24873,	37.3672373,	-81.8333656
24874,	37.5575507,	-81.52672820000001
24875,	54.6586127,	9.5349094
24876,	54.4574665,	9.3377889
24877,	42.7910739,	-5.2788926
24878,	37.4211894,	-81.6386982
24879,	37.3725277,	-81.7568253
24880,	37.6181924,	-81.53866289999999
24881,	37.4503901,	-81.7056659
24882,	37.6169721,	-81.7677645
24883,	42.8800161,	-4.9195154
24884,	37.26065579999999,	-81.52672820000001
24885,	54.6399713,	9.4646876
24886,	21.7749487,	40.19644340000001
24887,	37.3761297,	-81.37933660000002
24910,	37.7518544,	-80.610489
24915,	38.476361,	-79.7624177
24924,	38.181026,	-80.08701549999999
24948,	20.6924051,	39.5743519
24949,	20.6549928,	39.6208423
24959,	21.0843439,	39.4087692
24960,	54.8383175,	9.5625866
24961,	20.9948914,	39.3284066
24970,	37.6989567,	-80.47714719999999
24983,	37.5795369,	-80.5660657
24991,	38.0468117,	-80.4882672
24993,	37.65985,	-80.57504
24997,	54.6799243,	9.3202905